movie title,Run Time,Rating,User Rating,Generes,Overview,Plot Kyeword,Director,Top 5 Casts,Writer,year,path
The Gentlemen,"$22,000,000 (estimated)",7.8,322K,"['Action', 'Comedy', 'Crime']","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","['british', 'marijuana farm', 'drugs', 'gangster', 'voice over narration', 'marijuana', 'dark comedy', 'heroin', 'blackmail', 'thug']",Guy Ritchie,"['Ivan Atkinson', 'Marn Davies', 'Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery']",Guy Ritchie,-2019,/title/tt8367814/
Mission: Impossible - Fallout,"$178,000,000 (estimated)",7.7,324K,"['Action', 'Adventure', 'Thriller']","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","['sequel', 'ethan hunt character', 'violence', 'gun', 'spy', 'hand to hand combat', 'action hero', 'deception', 'espionage', 'cliff']",Christopher McQuarrie,"['Christopher McQuarrie', 'Tom Cruise', 'Henry Cavill', 'Ving Rhames', 'Christopher McQuarrie']",Bruce Geller,-2018,/title/tt4912910/
Samrat Prithviraj,2 hours 15 minutes,7.6,47K,"['Action', 'Drama', 'History']",A fearless warrior. An epic love story. Witness the grand saga of Samrat Prithviraj Chauhan.,"['periodic', 'warrior']",Chandra Prakash Dwivedi,"['Akshay Kumar', 'Manushi Chhillar', 'Sanjay Dutt', 'Chandra Prakash Dwivedi', 'Chandra Prakash Dwivedi']",Chandra Prakash Dwivedi,-2022,/title/tt9637132/
Blade Runner 2049,"$150,000,000 (estimated)",8,546K,"['Action', 'Drama', 'Mystery']","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.","['female nudity', 'female full frontal nudity', 'female frontal nudity', 'environmental damage', 'female rear nudity', 'capitalism', 'sex scene', 'nudity', 'capitalist', 'virtual sex']",Denis Villeneuve,"['Michael Green', 'Philip K. Dick', 'Harrison Ford', 'Ryan Gosling', 'Ana de Armas']",Hampton Fancher,-2017,/title/tt1856101/
Inception,"$160,000,000 (estimated)",8.8,2.3M,"['Action', 'Adventure', 'Sci-Fi']","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.","['dream', 'ambiguous ending', 'subconscious', 'surprise ending', 'mindbender', 'architecture', 'psycho thriller', 'psychological manipulation', 'falling from height', 'strong female lead']",Christopher Nolan,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page', 'Christopher Nolan', 'Christopher Nolan']",Christopher Nolan,-2010,/title/tt1375666/
Moonfall,"$150,000,000 (estimated)",5.2,54K,"['Action', 'Adventure', 'Sci-Fi']",A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.,"['moon', 'disaster', 'disaster film', 'rocket', 'one word title', 'galaxy', 'earth', 'nasa', 'mission', 'astronomer']",Roland Emmerich,"['Harald Kloser', 'Spenser Cohen', 'Halle Berry', 'Patrick Wilson', 'John Bradley']",Roland Emmerich,-2022,/title/tt5834426/
Avatar: The Way of Water,not-released,no-rating,0,"['Action', 'Adventure', 'Sci-Fi']","Jake Sully lives with his newfound family formed on the planet of Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their planet.","['sequel', 'second part', 'disney', 'science fantasy', 'forest', 'jungle', 'land', 'force', 'power', 'weapon']",James Cameron,"['Josh Friedman', 'Michelle Yeoh', 'Zoe Saldana', 'Kate Winslet', 'James Cameron']",James Cameron,-2022,/title/tt1630029/
Major,2 hours 30 minutes,8.7,9.9K,"['Action', 'Biography', 'Drama']","Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks and was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009.","['life', 'terror attack']",Sashi Kiran Tikka,"['Abburi Ravi', 'Adivi Sesh', 'Sobhita Dhulipala', 'Saiee Manjrekar', 'Sashi Kiran Tikka']",Adivi Sesh,-2022,/title/tt9851854/
Star Wars: Episode III - Revenge of the Sith,"$113,000,000 (estimated)",7.6,772K,"['Action', 'Adventure', 'Fantasy']","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.","['personality change', 'tragic villain', 'elongated cry of no', 'adoption', 'third in trilogy', 'spaceship', 'star wars', 'burned alive', 'hologram', 'lava']",George Lucas,"['John Ostrander', 'Jan Duursema', 'Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']",George Lucas,-2005,/title/tt0121766/
Mission: Impossible - Dead Reckoning - Part One,not-released,no-rating,0,"['Action', 'Adventure', 'Thriller']",Seventh entry in the long-running Mission: Impossible series.,"['spy', 'sequel', 'seventh part', 'paramount', 'ethan hunt character', 'spy action', 'train wreck', 'one person army action', 'urban adventure']",Christopher McQuarrie,"['Christopher McQuarrie', 'Tom Cruise', 'Indira Varma', 'Hayley Atwell', 'Christopher McQuarrie']",Bruce Geller,-2023,/title/tt9603212/
The Contractor,1 hour 43 minutes,5.8,14K,"['Action', 'Thriller']","A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.","['family', 'military', 'overseas', 'danger', 'survival', 'black ops', 'military contractor', 'clandestine operation', 'tactical unit', 'high tier operator']",Tarik Saleh,"['Chris Pine', 'Gillian Jacobs', 'Sander Thomas', 'Tarik Saleh', 'J.P. Davis']",J.P. Davis,-2022,/title/tt10323676/
The Contractor,1 hour 40 minutes,5.2,47,"['Action', 'Crime', 'Thriller']",A group of young international military fighters join with their tough veteran leader to protect a young boy whose family was murdered. Now they must figure out who are the good guys and bad guys before they all end up dead.,"['mercenary', 'mexico']",JoJo Henrickson,"['Alejandro De Hoyos', 'Ana Layevska', 'Reinaldo Zavarce', 'JoJo Henrickson', 'JoJo Henrickson']",JoJo Henrickson,-2022,/title/tt10323676/
Road House,"$17,000,000 (estimated)",6.6,72K,"['Action', 'Thriller']",A tough bouncer is hired to tame a dirty bar.,"['nightclub', 'cleavage', 'bouncer', 'stripper', 'sex on first date', 'rear entry sex', 'martial arts', 'barkeeper', 'violence', 'strip club']",Rowdy Herrington,"['Hilary Henkin', 'Patrick Swayze', 'Kelly Lynch', 'Sam Elliott', 'Rowdy Herrington']",R. Lance Hill,-1989,/title/tt0098206/
Mission: Impossible - Ghost Protocol,"$145,000,000 (estimated)",7.4,484K,"['Action', 'Adventure', 'Thriller']","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.","['race against time', 'ethan hunt character', 'luther stickell character', 'woman murders a man', 'murderess', 'fake mustache', 'british actor playing american character', 'hotel room', 'jailbreak', 'spy mission']",Brad Bird,"['Josh Appelbaum', 'André Nemec', 'Tom Cruise', 'Jeremy Renner', 'Simon Pegg']",Bruce Geller,-2011,/title/tt1229238/
Star Wars: Episode IX - The Rise of Skywalker,"$275,000,000 (estimated)",6.5,435K,"['Action', 'Adventure', 'Fantasy']","In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.","['evil', 'disney star wars', 'dark side', 'villain not really dead cliche', 'return of dead character', 'shame', 'quicksand', 'interracial relationship', 'supervillain', 'massacre']",J.J. Abrams,"['J.J. Abrams', 'Derek Connolly', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac']",Chris Terrio,-2019,/title/tt2527338/
Venom: Let There Be Carnage,"$110,000,000 (estimated)",5.9,207K,"['Action', 'Adventure', 'Sci-Fi']","Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.","['based on comic', 'superhero', 'marvel comics', 'sequel', 'second part', 'venom character', 'carnage character', 'villain', 'alien', 'supervillain']",Andy Serkis,"['Tom Hardy', 'Tom Hardy', 'Woody Harrelson', 'Michelle Williams', 'Andy Serkis']",Kelly Marcel,-2021,/title/tt7097896/
Heat,"$60,000,000 (estimated)",8.3,638K,"['Action', 'Crime', 'Drama']",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"['gun battle', 'armored car robbery', 'gunfight', 'organized crime', 'honor', 'based on true story', 'criminal investigation', 'taken in for questioning', 'murder investigation', 'usa']",Michael Mann,"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Michael Mann', 'Michael Mann']",Michael Mann,-1995,/title/tt0113277/
Nobody,"$16,000,000 (estimated)",7.4,230K,"['Action', 'Crime', 'Drama']","A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.","['fighting back', 'russian mafia', 'nightclub', 'black comedy', 'violence', 'home invasion', 'one man army', 'fire', 'secret identity', 'hospital']",Ilya Naishuller,"['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen', 'Ilya Naishuller', 'Derek Kolstad']",Derek Kolstad,(I) (2021),/title/tt7888964/
Avatar,"$237,000,000 (estimated)",7.8,1.2M,"['Action', 'Adventure', 'Fantasy']",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"['spiritualism', 'paraplegic', 'marine', 'future', 'forest protection', 'indigenous rights', 'avatar', 'native', 'ecology', 'battle']",James Cameron,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'James Cameron', 'James Cameron']",James Cameron,-2009,/title/tt0499549/
The Suicide Squad,"$185,000,000 (estimated)",7.2,333K,"['Action', 'Adventure', 'Comedy']","Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","['superheroine', 'giant monster', 'superhero', 'suicide squad', 'harley quinn character', 'gore', 'graphic violence', 'violence', 'alien monster', 'gory violence']",James Gunn,"['Margot Robbie', 'Idris Elba', 'John Cena', 'James Gunn', 'James Gunn']",James Gunn,-2021,/title/tt6334354/
Avengers: Infinity War,"$321,000,000 (estimated)",8.4,1M,"['Action', 'Adventure', 'Sci-Fi']",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"['death of recurring character', 'supervillain', 'superhero', 'ensemble cast', 'marvel cinematic universe', 'marvel comics', 'wakanda', 'infinity stone', 'good versus evil', 'flying superhero']",Anthony Russo,"['Christopher Markus', 'Stephen McFeely', 'Stan Lee', 'Robert Downey Jr.', 'Chris Hemsworth']",Joe Russo,-2018,/title/tt4154756/
Thor: Ragnarok,"$180,000,000 (estimated)",7.9,707K,"['Action', 'Adventure', 'Comedy']","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","['superhero', 'marvel comics', 'based on comic book', 'marvel cinematic universe', 'female villain', 'sequel', 'norse god', 'action hero', 'asgard', 'death']",Taika Waititi,"['Craig Kyle', 'Christopher L. Yost', 'Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett']",Eric Pearson,-2017,/title/tt3501632/
Spree,1 hour 33 minutes,5.9,10K,"['Action', 'Comedy', 'Crime']","Thirsty for a following, Kurt Kunkle is a rideshare driver who has figured out a deadly plan to go viral.","['ride share', 'ride share driver', 'selfie', 'reckless driving', 'gun', 'water bottle', 'cell phone', 'murder', 'violence', 'murderer']",Eugene Kotlyarenko,"['Gene McHugh', 'Joe Keery', 'Sasheer Zamata', 'David Arquette', 'Eugene Kotlyarenko']",Eugene Kotlyarenko,-2020,/title/tt11394332/
Guardians of the Galaxy,"$170,000,000 (estimated)",8,1.1M,"['Action', 'Adventure', 'Comedy']",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"['outer space', 'bounty hunter', 'tree', 'based on comic book', 'talking animal', 'female warrior', 'raccoon', 'space travel', 'escape from prison', 'marvel cinematic universe']",James Gunn,"['Nicole Perlman', 'Dan Abnett', 'Chris Pratt', 'Vin Diesel', 'Bradley Cooper']",James Gunn,-2014,/title/tt2015381/
The Last Duel,"$100,000,000 (estimated)",7.4,144K,"['Action', 'Drama', 'History']",King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,"['14th century', 'duel', 'battle', 'husband wife relationship', 'historical drama', 'based on book', 'france', 'medieval times', 'normandy', 'jousting']",Ridley Scott,"['Ben Affleck', 'Matt Damon', 'Matt Damon', 'Adam Driver', 'Jodie Comer']",Nicole Holofcener,-2021,/title/tt4244994/
Mission: Impossible II,"$125,000,000 (estimated)",6.1,337K,"['Action', 'Adventure', 'Thriller']","IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".","['finger cut off', 'ethan hunt character', 'luther stickell character', 'time bomb', 'slit skirt', 'mission', 'airplane', 'motorcycle chase', 'jumping from an airplane', 'airplane accident']",John Woo,"['Ronald D. Moore', 'Brannon Braga', 'Tom Cruise', 'Dougray Scott', 'Thandiwe Newton']",Bruce Geller,-2000,/title/tt0120755/
Wrath of Man,"$40,000,000 (estimated)",7.1,165K,"['Action', 'Crime', 'Thriller']","The plot follows H, a cold and mysterious character working at a cash truck company responsible for moving hundreds of millions of dollars around Los Angeles each week.","['revenge', 'remake', 'police', 'shootout', 'non linear narrative', 'truck', 'police officer', 'security', 'male security guard', 'female security guard']",Guy Ritchie,"['Éric Besnard', 'Guy Ritchie', 'Jason Statham', 'Holt McCallany', 'Josh Hartnett']",Nicolas Boukhrief,-2021,/title/tt11083552/
Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000 (estimated)",6.5,303K,"['Action', 'Adventure', 'Fantasy']",Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.,"['pirate', 'sword fight', 'sword duel', 'blockbuster', 'swashbuckler', 'quest', 'ghost', 'ocean', 'british navy', 'british soldier']",Joachim Rønning,"['Jeff Nathanson', 'Terry Rossio', 'Ted Elliott', 'Johnny Depp', 'Geoffrey Rush']",Espen Sandberg,-2017,/title/tt1790809/
Star Wars: Episode II - Attack of the Clones,"$115,000,000 (estimated)",6.6,695K,"['Action', 'Adventure', 'Fantasy']","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","['clone wars', 'star wars', 'the force', 'part of trilogy', 'opening crawl', 'jedi', 'assassination attempt', 'bounty hunter', 'planet geonosis', 'human cloning']",George Lucas,"['Jonathan Hales', 'John Ostrander', 'Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']",George Lucas,-2002,/title/tt0121765/
